,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected,trans_depth,method,host,uri,referrer,version,user_agent,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,tags,username,password,proxied,orig_fuids,orig_filenames,orig_mime_types,resp_fuids,resp_filenames,resp_mime_types
724,2750.239784,CZSNiV2cAKPd82nHC9,10.0.2.200,54576.0,224.0.0.252,5355.0,udp,48993.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
725,2750.353278,CZSNiV2cAKPd82nHC9,10.0.2.200,54576.0,224.0.0.252,5355.0,udp,48993.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
726,2737.027790,CjR5od4hxiTfo5u5Jc,10.0.2.200,137.0,10.0.2.255,137.0,udp,57878.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
727,2737.771683,CjR5od4hxiTfo5u5Jc,10.0.2.200,137.0,10.0.2.255,137.0,udp,57878.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
728,2738.545649,CjR5od4hxiTfo5u5Jc,10.0.2.200,137.0,10.0.2.255,137.0,udp,57878.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
729,2750.554111,CjR5od4hxiTfo5u5Jc,10.0.2.200,137.0,10.0.2.255,137.0,udp,57879.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
730,2751.304457,CjR5od4hxiTfo5u5Jc,10.0.2.200,137.0,10.0.2.255,137.0,udp,57879.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
731,2752.079775,CjR5od4hxiTfo5u5Jc,10.0.2.200,137.0,10.0.2.255,137.0,udp,57879.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
732,2875.444513,C39k3g14SDsbCJdIvk,10.0.2.200,55985.0,224.0.0.252,5355.0,udp,44878.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
733,2875.543928,C39k3g14SDsbCJdIvk,10.0.2.200,55985.0,224.0.0.252,5355.0,udp,44878.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
734,2875.746272,C4X6hs40llteIqscBd,10.0.2.200,137.0,10.0.2.255,137.0,udp,57880.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
735,2876.496837,C4X6hs40llteIqscBd,10.0.2.200,137.0,10.0.2.255,137.0,udp,57880.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
736,2877.248446,C4X6hs40llteIqscBd,10.0.2.200,137.0,10.0.2.255,137.0,udp,57880.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
737,3014.628104,C5a0Ot4v2q1slpDUqi,10.0.2.200,63532.0,8.8.8.8,53.0,udp,29103.0,0.028061,pipe.skype.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"pipe.prd.skypedata.akadns.net,40.114.149.220","2042.000000,29.000000",F,,,,,,,,,,,,,,,,,,,,,,,
738,3038.786993,CT5LkvzD06vXt2aK4,10.0.2.200,63443.0,8.8.8.8,53.0,udp,58808.0,0.021929,clients2.google.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"clients.l.google.com,216.58.209.174","299.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
739,3039.124535,Cmtqzj49ZEII9bfNe5,10.0.2.200,59545.0,8.8.8.8,53.0,udp,6897.0,0.022036,www.gstatic.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,216.58.209.163,299.000000,F,,,,,,,,,,,,,,,,,,,,,,,
740,3038.788859,CvQqT036F0qMIVr8H9,10.0.2.200,58535.0,224.0.0.252,5355.0,udp,13738.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
741,3038.882604,CvQqT036F0qMIVr8H9,10.0.2.200,58535.0,224.0.0.252,5355.0,udp,13738.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
742,3039.082994,CVt08n9nTpCa3PxEf,10.0.2.200,137.0,10.0.2.255,137.0,udp,57881.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
743,3039.835569,CVt08n9nTpCa3PxEf,10.0.2.200,137.0,10.0.2.255,137.0,udp,57881.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
744,3040.586600,CVt08n9nTpCa3PxEf,10.0.2.200,137.0,10.0.2.255,137.0,udp,57881.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
745,3079.866126,ClcmS74PbIzjFHIrG2,10.0.2.200,54460.0,8.8.8.8,53.0,udp,8842.0,0.023598,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.129.241,23.23.122.136","578.000000,58.000000,58.000000",F,,,,,,,,,,,,,,,,,,,,,,,
746,3081.313800,CNFFaf2LnDd3a3Jyca,10.0.2.200,49398.0,8.8.8.8,53.0,udp,46795.0,0.022777,images.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ec2.beanywhere.com,174.129.224.115","7642.000000,7642.000000",F,,,,,,,,,,,,,,,,,,,,,,,
747,3098.023811,Clteo9TMj10L8eDuh,10.0.2.200,61569.0,8.8.8.8,53.0,udp,40956.0,0.020790,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.122.136,23.23.129.241","549.000000,9.000000,9.000000",F,,,,,,,,,,,,,,,,,,,,,,,
748,3098.861413,ChOhwn16HidrlMT8Rk,10.0.2.200,64282.0,8.8.8.8,53.0,udp,54451.0,0.001524,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.122.136,23.23.129.241","548.000000,8.000000,8.000000",F,,,,,,,,,,,,,,,,,,,,,,,
749,3099.836135,CJptbb2qUtSIHPSVge,10.0.2.200,54101.0,8.8.8.8,53.0,udp,60739.0,0.022099,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.129.241,23.23.122.136","468.000000,50.000000,50.000000",F,,,,,,,,,,,,,,,,,,,,,,,
750,3100.271714,C0a6Gs4WS7jnTduk6f,10.0.2.200,51076.0,8.8.8.8,53.0,udp,30920.0,0.022335,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.122.136,23.23.129.241","547.000000,7.000000,7.000000",F,,,,,,,,,,,,,,,,,,,,,,,
751,3101.063282,C1TRJA2rlOnjqIJbSk,10.0.2.200,61390.0,8.8.8.8,53.0,udp,56920.0,0.001295,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.129.241,23.23.122.136","557.000000,37.000000,37.000000",F,,,,,,,,,,,,,,,,,,,,,,,
752,3116.747476,CDvh3Fk0eZaxU5Hq5,10.0.2.200,50819.0,8.8.8.8,53.0,udp,28814.0,0.001342,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.129.241,23.23.122.136","541.000000,21.000000,21.000000",F,,,,,,,,,,,,,,,,,,,,,,,
753,3132.391054,C4nKHo2Y7tKSWBfVl2,10.0.2.200,53235.0,8.8.8.8,53.0,udp,37570.0,0.021334,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.129.241,23.23.122.136","474.000000,56.000000,56.000000",F,,,,,,,,,,,,,,,,,,,,,,,
754,3148.059695,CTwMrQZ5KsjcpL7H7,10.0.2.200,56929.0,8.8.8.8,53.0,udp,52459.0,0.020260,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.122.136,23.23.129.241","506.000000,28.000000,28.000000",F,,,,,,,,,,,,,,,,,,,,,,,
755,3163.750059,CL6L8t31X2zPEcqKVa,10.0.2.200,65337.0,8.8.8.8,53.0,udp,18193.0,0.021805,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.122.136,23.23.129.241","512.000000,34.000000,34.000000",F,,,,,,,,,,,,,,,,,,,,,,,
756,3179.439949,CMFkxF6BqTSTCHM8j,10.0.2.200,57200.0,8.8.8.8,53.0,udp,60428.0,0.021712,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.122.136,23.23.129.241","467.000000,51.000000,51.000000",F,,,,,,,,,,,,,,,,,,,,,,,
757,3195.156299,CdGNAg3I1L0wl7PIub,10.0.2.200,63890.0,8.8.8.8,53.0,udp,33391.0,0.019411,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.122.136,23.23.129.241","452.000000,36.000000,36.000000",F,,,,,,,,,,,,,,,,,,,,,,,
758,3210.845887,CDnfCClA7QU9xrAma,10.0.2.200,49680.0,8.8.8.8,53.0,udp,14247.0,0.021385,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.129.241,23.23.122.136","447.000000,56.000000,56.000000",F,,,,,,,,,,,,,,,,,,,,,,,
759,3226.528252,CcdCtQ21KD9ujBR2i8,10.0.2.200,55922.0,8.8.8.8,53.0,udp,4718.0,0.022110,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.129.241,23.23.122.136","334.000000,44.000000,44.000000",F,,,,,,,,,,,,,,,,,,,,,,,
760,3231.427186,CVrW994frHna0QB9gb,10.0.2.200,54566.0,8.8.8.8,53.0,udp,26532.0,0.020724,comserver.corporate.beanywhere.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"base-comserver-elb2-999746255.us-east-1.elb.amazonaws.com,23.23.129.241,23.23.122.136","422.000000,4.000000,4.000000",F,,,,,,,,,,,,,,,,,,,,,,,
761,3312.457579,CLU5Bw2ryEt5AWdaN6,10.0.2.200,5353.0,224.0.0.251,5353.0,udp,0.0,-,_sleep-proxy._udp.local,1,C_INTERNET,12,PTR,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
762,3462.046937,CoqZVz1bggnN4nVLB5,10.0.2.200,56751.0,8.8.8.8,53.0,udp,43888.0,0.022568,www.google.cz,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,172.217.16.99,299.000000,F,,,,,,,,,,,,,,,,,,,,,,,
763,3466.288600,CoBqc14lUql2i0Yzpl,10.0.2.200,57373.0,8.8.8.8,53.0,udp,57743.0,0.022084,id.google.cz,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"id.l.google.com,216.58.209.163","21599.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
764,3466.288930,CwDIgAcu1nMQdQ4n2,10.0.2.200,50309.0,8.8.8.8,53.0,udp,41865.0,0.022172,s.ytimg.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ytstatic.l.google.com,216.58.209.174","3599.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
765,3466.289495,CEVJGx3oPYuccf7Zef,10.0.2.200,50551.0,8.8.8.8,53.0,udp,16422.0,0.021773,ssl.gstatic.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,216.58.209.163,299.000000,F,,,,,,,,,,,,,,,,,,,,,,,
766,3466.288231,CM2q8C4iWL0fJWmJq3,10.0.2.200,61439.0,8.8.8.8,53.0,udp,41816.0,0.030676,apis.google.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"plus.l.google.com,216.58.209.174","21599.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
767,3466.307541,CSk2jG3AyM5bIFd2v3,10.0.2.200,52960.0,8.8.8.8,53.0,udp,48640.0,0.021853,www.google.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,172.217.18.68,299.000000,F,,,,,,,,,,,,,,,,,,,,,,,
768,3466.364486,Co4x2R3MgtcsxQ0Xf,10.0.2.200,56893.0,8.8.8.8,53.0,udp,6949.0,0.023288,www.gstatic.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,216.58.209.163,299.000000,F,,,,,,,,,,,,,,,,,,,,,,,
769,3466.384462,CzWRhF44Y8fxSm5pzi,10.0.2.200,50839.0,8.8.8.8,53.0,udp,27634.0,0.023339,www.youtube.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"youtube-ui.l.google.com,216.58.209.206","21599.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
770,3467.450753,Ca30MP14Afx6zeMZ9a,10.0.2.200,61215.0,8.8.8.8,53.0,udp,20750.0,0.023252,csi.gstatic.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,216.58.198.195,299.000000,F,,,,,,,,,,,,,,,,,,,,,,,
771,3476.345248,CsHOw44mNjZGxcWNj3,10.0.2.200,62184.0,8.8.8.8,53.0,udp,23683.0,0.001180,api.trap.skype.net,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"trap.trafficmanager.net,trap-euwe-01.cloudapp.net,168.63.15.132","2867.000000,34.000000,29.000000",F,,,,,,,,,,,,,,,,,,,,,,,
772,3549.165498,CuKN9XJKdXQQ2IV59,10.0.2.200,49395.0,8.8.8.8,53.0,udp,11445.0,0.020901,apis.google.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"plus.l.google.com,216.58.209.174","21599.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
773,3549.167847,CUqXez44iQOBs5IQ72,10.0.2.200,53551.0,8.8.8.8,53.0,udp,13769.0,0.020557,s.ytimg.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ytstatic.l.google.com,216.58.209.174","3516.000000,216.000000",F,,,,,,,,,,,,,,,,,,,,,,,
774,3549.166265,CfLT9K3LPG4BB2GKTj,10.0.2.200,62696.0,8.8.8.8,53.0,udp,57959.0,0.023424,csi.gstatic.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"173.194.112.79,173.194.112.95,173.194.112.87,173.194.112.88","299.000000,299.000000,299.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
775,3549.167189,CmH2YD2itLEe9whY2,10.0.2.200,58589.0,8.8.8.8,53.0,udp,18385.0,0.023367,id.google.cz,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"id.l.google.com,216.58.214.227","21599.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
776,3549.163591,Cox6vCFiQnzaKup63,10.0.2.200,64169.0,8.8.8.8,53.0,udp,49968.0,0.029306,www.google.cz,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,172.217.16.99,299.000000,F,,,,,,,,,,,,,,,,,,,,,,,
777,3549.191293,CYL6zf3ZkQkOZYgopi,10.0.2.200,50602.0,8.8.8.8,53.0,udp,63082.0,0.021824,www.google.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,172.217.18.68,299.000000,F,,,,,,,,,,,,,,,,,,,,,,,
778,3549.417722,CtYBGu1U6HYIBU2msi,10.0.2.200,50521.0,8.8.8.8,53.0,udp,20341.0,0.041277,www.popup-house.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,62.210.79.188,599.000000,F,,,,,,,,,,,,,,,,,,,,,,,
779,3550.183050,CSrzHjob1aLUZWFpa,10.0.2.200,53581.0,8.8.4.4,53.0,udp,6494.0,0.020706,ssl.gstatic.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,216.58.209.163,215.000000,F,,,,,,,,,,,,,,,,,,,,,,,
780,3550.215099,CRXuCW1CYNNgCCiFOl,10.0.2.200,56716.0,8.8.4.4,53.0,udp,25259.0,0.020413,www.gstatic.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,216.58.209.163,215.000000,F,,,,,,,,,,,,,,,,,,,,,,,
781,3550.215252,C2HWPC19p9AL7ZdM0g,10.0.2.200,60356.0,8.8.4.4,53.0,udp,13841.0,0.023020,www.youtube.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"youtube-ui.l.google.com,216.58.209.174","21599.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
782,3550.254926,CI9van3U6a544iXRH2,10.0.2.200,49927.0,8.8.8.8,53.0,udp,25142.0,0.022469,fonts.googleapis.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"googleadapis.l.google.com,173.194.65.95","3599.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
783,3550.552036,CVqFwD4Rn0sMLhJ3ih,10.0.2.200,61410.0,8.8.8.8,53.0,udp,55751.0,0.023721,fonts.gstatic.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"gstaticadssl.l.google.com,216.58.209.163","299.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
784,3551.916765,CMmPquVSDO9Qa8xwg,10.0.2.200,58545.0,8.8.8.8,53.0,udp,49045.0,0.030618,www.housebeautiful.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"hearst.map.fastly.net,23.235.43.200","299.000000,29.000000",F,,,,,,,,,,,,,,,,,,,,,,,
785,3552.029771,CJxhRa1kwpv1Fbo52,10.0.2.200,56457.0,8.8.8.8,53.0,udp,62547.0,0.039617,hbu.h-cdn.co,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"hbu.h-cdn.co.global.prod.fastly.net,global-ssl.fastly.net,fallback.global-ssl.fastly.net,185.31.17.249","299.000000,29.000000,29.000000,29.000000",F,,,,,,,,,,,,,,,,,,,,,,,
786,3552.275648,Ck0TtA3W5ppbW9XPXi,10.0.2.200,62147.0,8.8.8.8,53.0,udp,65301.0,0.001252,twitter.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"199.16.156.70,199.16.156.6,199.16.156.38,199.16.156.102","1.000000,1.000000,1.000000,1.000000",F,,,,,,,,,,,,,,,,,,,,,,,
787,3552.276009,CrEp51pDu4Yuj3Vji,10.0.2.200,61050.0,8.8.8.8,53.0,udp,63388.0,0.001092,www.facebook.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"star-mini.c10r.facebook.com,31.13.84.36","296.000000,17.000000",F,,,,,,,,,,,,,,,,,,,,,,,
788,3552.278031,CuExNr1MtGEJlzBNDb,10.0.2.200,50708.0,8.8.8.8,53.0,udp,50420.0,0.001283,www.linkedin.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"glb-any-eu.www.linkedin.com,any-eu.www.linkedin.com,185.63.147.10","41.000000,41.000000,3341.000000",F,,,,,,,,,,,,,,,,,,,,,,,
789,3552.273038,Clce0r3cGWo2UIfCLg,10.0.2.200,53053.0,8.8.8.8,53.0,udp,7486.0,0.020122,player.vimeo.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"23.235.37.217,104.156.85.217,23.235.33.217,104.156.81.217","25.000000,25.000000,25.000000,25.000000",F,,,,,,,,,,,,,,,,,,,,,,,
790,3552.276394,C3oRup2eWFXlPyljr4,10.0.2.200,58257.0,8.8.8.8,53.0,udp,31830.0,0.025939,www.houzz.fr,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"64.235.52.202,64.235.52.207,64.235.52.180","21599.000000,21599.000000,21599.000000",F,,,,,,,,,,,,,,,,,,,,,,,
791,3552.290694,CzdSeT2i47nt4lg5Si,10.0.2.200,64997.0,8.8.8.8,53.0,udp,14307.0,0.023098,www.google-analytics.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"www-google-analytics.l.google.com,216.58.209.174","21599.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
792,3552.862967,C82WmM2hglr94VFIL5,10.0.2.200,57322.0,8.8.8.8,53.0,udp,52978.0,0.021895,nexus.ensighten.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ens-eu-west-b-lb-710191286.eu-west-1.elb.amazonaws.com,54.228.184.71,54.217.209.241","58.000000,57.000000,57.000000",F,,,,,,,,,,,,,,,,,,,,,,,
793,3553.024827,C5zW7c1XTHkMEBI4R9,10.0.2.200,52221.0,8.8.8.8,53.0,udp,55717.0,0.001348,f.vimeocdn.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"prod.vimeo-video.map.fastly.net,prod.vimeo-video.map.fastlylb.net,23.235.43.143","2.000000,1.000000,5.000000",F,,,,,,,,,,,,,,,,,,,,,,,
794,3553.043664,CJDU8T2Gu83JBn8pNi,10.0.2.200,55287.0,8.8.8.8,53.0,udp,64859.0,0.023375,stats.g.doubleclick.net,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"stats.l.doubleclick.net,74.125.136.157,74.125.136.154,74.125.136.155,74.125.136.156","21599.000000,299.000000,299.000000,299.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
795,3553.043273,CjsYJr2SIBlLn84ZQc,10.0.2.200,57972.0,8.8.8.8,53.0,udp,35391.0,0.023822,ssl.google-analytics.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ssl-google-analytics.l.google.com,216.58.214.232","21599.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
796,3553.949946,CsB8cL3QLpxPKzIfYa,10.0.2.200,52599.0,8.8.8.8,53.0,udp,55009.0,0.022227,i.vimeocdn.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"prod.vimeo-video.map.fastly.net,prod.vimeo-video.map.fastlylb.net,23.235.43.143","240.000000,29.000000,23.000000",F,,,,,,,,,,,,,,,,,,,,,,,
797,3553.989409,CK6qf83RZhCFXE6hN1,10.0.2.200,56031.0,8.8.8.8,53.0,udp,19520.0,0.020291,vimeo.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"104.156.85.217,104.156.81.217,23.235.33.217,23.235.37.217","28.000000,28.000000,28.000000,28.000000",F,,,,,,,,,,,,,,,,,,,,,,,
798,3554.158350,CA5mGF2ZGJb2z55ndh,10.0.2.200,53821.0,8.8.8.8,53.0,udp,38129.0,0.001149,instagram.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"52.4.16.217,52.0.142.173,52.22.41.220,52.4.142.143,52.22.71.95,52.6.136.108,54.152.122.6,54.210.137.46","3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000",F,,,,,,,,,,,,,,,,,,,,,,,
799,3554.158902,CCbl8l2Y0ugSXOmSie,10.0.2.200,53284.0,8.8.8.8,53.0,udp,21349.0,0.001217,pinterest.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"23.235.37.84,104.156.85.84,23.235.33.84,104.156.81.84","10.000000,10.000000,10.000000,10.000000",F,,,,,,,,,,,,,,,,,,,,,,,
800,3554.157474,CBTtLf3bRDzQTGyqjh,10.0.2.200,51489.0,8.8.8.8,53.0,udp,32004.0,0.020170,inhabitat.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,98.158.195.7,2764.000000,F,,,,,,,,,,,,,,,,,,,,,,,
801,3554.161848,C4XBPo3aY4pohwOi5i,10.0.2.200,52583.0,8.8.8.8,53.0,udp,28684.0,0.019937,preferences.hearstmags.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,198.160.103.47,379.000000,F,,,,,,,,,,,,,,,,,,,,,,,
802,3554.162225,CGVN8z1Y9fwtAgHno6,10.0.2.200,53849.0,8.8.8.8,53.0,udp,14945.0,0.026906,subscribe.hearstmags.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"subscribe.hearstmags.com.edgekey.net,e950.p.akamaiedge.net,23.8.211.233","429.000000,20959.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
803,3554.178949,CLhFal5xSGibTbA2a,10.0.2.200,51935.0,8.8.8.8,53.0,udp,38651.0,0.033738,sweepstakes.housebeautiful.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"redirect.hearstdigital.com,54.152.63.67","299.000000,599.000000",F,,,,,,,,,,,,,,,,,,,,,,,
804,3554.233506,C7tSPk3rHNUZRZXxDc,10.0.2.200,51415.0,8.8.8.8,53.0,udp,4869.0,0.028738,www.deringhall.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"198.41.249.131,162.159.251.131","299.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
805,3554.263407,C0OnKw3xPomlT4ynSf,10.0.2.200,57301.0,8.8.8.8,53.0,udp,36772.0,0.020893,www.gofriday.eu,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"gofriday.eu,185.2.4.18","507.000000,507.000000",F,,,,,,,,,,,,,,,,,,,,,,,
806,3554.285347,C9JUTgznV3doKJSi6,10.0.2.200,50349.0,8.8.8.8,53.0,udp,42702.0,0.031779,www.pinterest.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"www.pinterest.com.edgekey.net,e9343.a.akamaiedge.net,23.63.71.14","3458.000000,12205.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
